ContestID,ContestName,NominatingParty,PartyCode,AreaType,AreaNum,OfficeSeqNo,BallotOrder,CandidateID,CandidateName,CurrentDateTime,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting
100051746,"US Senator","","","","Federal",1,,9901,"Write-in",11/15/2022 1:47:16 PM,1,155,0.00126361442640057,0/1279,
100051746,"US Senator","Democrat, Independent","","","Federal",1,,300018095,"Ron Wyden",11/15/2022 1:47:16 PM,1,57009,0.464757386030131,0/1279,
100051746,"US Senator","Pacific Green","","","Federal",1,,100085953,"Dan Pulju",11/15/2022 1:47:16 PM,1,1439,0.0117312332876802,0/1279,
100051746,"US Senator","Progressive","","","Federal",1,,100085955,"Chris Henry",11/15/2022 1:47:16 PM,1,2347,0.0191335681210461,0/1279,
100051746,"US Senator","Republican, Constitution","","","Federal",1,,100083988,"Jo Rae Perkins",11/15/2022 1:47:16 PM,1,61714,0.503114198134742,0/1279,
100051748,"US Representative, 2nd District","","","","US Representative 2nd District",2,,9901,"Write-in",11/15/2022 1:47:16 PM,1,0,0,0/370,
100051748,"US Representative, 2nd District","Democrat","","","US Representative 2nd District",2,,100083998,"Joe Yetter",11/15/2022 1:47:16 PM,1,0,0,0/370,
100051748,"US Representative, 2nd District","Republican","","","US Representative 2nd District",2,,100066698,"Cliff S Bentz",11/15/2022 1:47:16 PM,1,0,0,0/370,
100051751,"US Representative, 5th District","","","","US Representative 5th District",4,,9901,"Write-in",11/15/2022 1:47:16 PM,1,70,0.0028574927542148,0/237,
100051751,"US Representative, 5th District","Democrat, Independent, Working Families","","","US Representative 5th District",4,,100084013,"Jamie McLeod-Skinner",11/15/2022 1:47:16 PM,1,7598,0.310160427807487,0/237,
100051751,"US Representative, 5th District","Republican","","","US Representative 5th District",4,,100084017,"Lori Chavez-DeRemer",11/15/2022 1:47:16 PM,1,16829,0.686982079438299,0/237,
100051752,"US Representative, 6th District","","","","US Representative 6th District",5,,9901,"Write-in",11/15/2022 1:47:16 PM,1,204,0.00209357457333155,0/177,
100051752,"US Representative, 6th District","Constitution","","","US Representative 6th District",5,,100085991,"Larry D McFarland",11/15/2022 1:47:16 PM,1,2790,0.0286327110764463,0/177,
100051752,"US Representative, 6th District","Democrat, Independent, Working Families","","","US Representative 6th District",5,,100084021,"Andrea Salinas",11/15/2022 1:47:16 PM,1,45104,0.462885233115424,0/177,
100051752,"US Representative, 6th District","Republican","","","US Representative 6th District",5,,100084033,"Mike Erickson",11/15/2022 1:47:16 PM,1,49343,0.506388481234799,0/177,
100051753,"Governor","","","","Statewide Partisan",6,,9901,"Write-in",11/15/2022 1:47:16 PM,1,203,0.00160017657120786,0/1279,
100051753,"Governor","Constitution","","","Statewide Partisan",6,,100085998,"Donice Noelle Smith",11/15/2022 1:47:16 PM,1,583,0.00459558099021764,0/1279,
100051753,"Governor","Democrat, Working Families","","","Statewide Partisan",6,,100084063,"Tina Kotek",11/15/2022 1:47:16 PM,1,48157,0.379604448963827,0/1279,
100051753,"Governor","Libertarian","","","Statewide Partisan",6,,100086000,"R Leon Noble",11/15/2022 1:47:16 PM,1,484,0.00381519931263351,0/1279,
100051753,"Governor","Nonaffiliated","","","Statewide Partisan",6,,100086002,"Betsy Johnson",11/15/2022 1:47:16 PM,1,10877,0.0857395101725511,0/1279,
100051753,"Governor","Republican","","","Statewide Partisan",6,,100084049,"Christine Drazan",11/15/2022 1:47:16 PM,1,66557,0.524645083989563,0/1279,
100051756,"State Senator, 6th District","","","","SD 06",6,,9901,"Write-in",11/15/2022 1:47:16 PM,1,5,0.00236071765816808,0/71,
100051756,"State Senator, 6th District","Democrat, Independent","","","SD 06",6,,100084071,"Ashley Pelton",11/15/2022 1:47:16 PM,1,615,0.290368271954674,0/71,
100051756,"State Senator, 6th District","Republican","","","SD 06",6,,100084072,"Cedric R Hayden",11/15/2022 1:47:16 PM,1,1498,0.707271010387158,0/71,
100051758,"State Senator, 8th District","","","","SD 08",7,,9901,"Write-in",11/15/2022 1:47:16 PM,1,1,0.0004359197907585,0/41,
100051758,"State Senator, 8th District","Democrat, Independent, Working Families","","","SD 08",7,,100043061,"Sara Gelser Blouin",11/15/2022 1:47:16 PM,1,798,0.347863993025283,0/41,
100051758,"State Senator, 8th District","Republican","","","SD 08",7,,100084074,"Valerie Draper Woldeit",11/15/2022 1:47:16 PM,1,1495,0.651700087183958,0/41,
100051759,"State Senator, 10th District","","","","SD 10",8,,9901,"Write-in",11/15/2022 1:47:16 PM,1,56,0.00157157690904499,0/26,
100051759,"State Senator, 10th District","Democrat, Independent","","","SD 10",8,,100072558,"Deb Patterson",11/15/2022 1:47:16 PM,1,19395,0.544298824123706,0/26,
100051759,"State Senator, 10th District","Republican, Libertarian","","","SD 10",8,,100084075,"Raquel Moore-Green",11/15/2022 1:47:16 PM,1,16182,0.454129598967249,0/26,
